#NAME: Matrix_M_N
#COLUMN_NAMES: Coeff_C | Coeff_S | Coeff_W | Hydraulic_BC | hl_sensi | pre_charge_axial | grid_clamping | constant_creep | constant_growth | Matrix_M_N__n__iter__ 
#COLUMN_TYPES: V | V | V | V | D | D | D | D | D | D  

[-0.00018064,0.00034128,-0.00229176,-0.00009602,-0.00008491,0.00415389,0.00326323,0.00035911,-0.00174406,-0.00154797,0.00001049,0.00006702,-0.00007777,0.00097233,0.00085032] [0.00080030,0.00010757,-0.00144638,-0.00001680,-0.00001704,-0.00267415,-0.00010107,0.00026054,-0.00135827,0.00366635,0.00006362,0.00000347,0.00115620,-0.00139905,-0.00007934] [0.00009416,0.00031904,-0.00033170,0.00002231,0.00002425,0.00077337,0.00034228,-0.00134272,-0.00077461,0.00012430,0.00004277,-0.00000953,-0.00092326,-0.00042858,0.00011237] [5.00000000,0.05000000,0.00000000,0.04000000,0.00000000] 0.025 0.0175 37.0 1.0 1.0 0.0 
[-0.00011383,0.00027382,-0.00192520,0.00044692,-0.00009263,0.00433675,0.00335769,0.00000457,-0.00204418,-0.00162988,0.00001844,0.00049548,0.00004957,0.00121713,0.00059812] [0.00089493,0.00035098,-0.00185384,-0.00029361,0.00009508,-0.00302590,-0.00014381,0.00037923,-0.00132709,0.00401021,-0.00007767,-0.00029124,0.00078241,-0.00138849,0.00036688] [-0.00018982,-0.00022848,-0.00045912,0.00005980,-0.00068866,0.00076936,0.00024943,-0.00118445,-0.00030965,-0.00033029,-0.00013209,0.00013044,-0.00172235,-0.00026263,-0.00005784] [5.00039334,0.04999494,0.00443780,0.04003668,0.00172426] 0.02198690098202434 0.02360013205906527 37.155075788017925 1.5147248551555168 0.8526977872127689 1.0 
[-0.00026290,0.00037674,-0.00224941,-0.00020379,-0.00003111,0.00448673,0.00341225,0.00058929,-0.00203339,-0.00207073,-0.00008568,0.00058618,-0.00030027,0.00098513,0.00068927] [0.00101774,0.00000621,-0.00156131,-0.00017038,-0.00023745,-0.00289892,-0.00044675,0.00044750,-0.00086530,0.00367136,0.00017075,0.00004173,0.00165843,-0.00091765,-0.00032994] [0.00015705,0.00008120,-0.00072202,0.00037265,0.00037674,0.00057570,0.00058704,-0.00116994,-0.00082748,-0.00022678,0.00019001,-0.00019854,-0.00093540,-0.00046085,0.00072475] [5.00013874,0.05001434,-0.00169192,0.04005613,0.00876507] 0.021080974085472798 0.01750433219645009 36.84153422563774 0.8429827228398351 0.35898617253038323 2.0 
[0.00035446,0.00015262,-0.00193822,-0.00008814,0.00012433,0.00436141,0.00284018,0.00031033,-0.00171288,-0.00211638,-0.00004453,0.00039173,-0.00035024,0.00083819,0.00095514] [0.00096190,0.00038488,-0.00123205,-0.00089251,-0.00058325,-0.00234660,-0.00020672,0.00010901,-0.00152527,0.00377299,0.00035070,0.00018458,0.00112597,-0.00139413,-0.00026250] [0.00014454,0.00006552,-0.00040178,-0.00044145,-0.00012812,0.00022300,0.00025258,-0.00155519,-0.00111740,0.00021077,-0.00033769,-0.00008303,-0.00069884,-0.00069903,0.00045598] [5.00093658,0.05003180,-0.00238804,0.04001182,0.00098550] 0.02320734332751629 0.017803861117556503 36.96247572235546 0.7496942007788956 1.5034048843874703 3.0 
[-0.00038430,0.00016285,-0.00204663,-0.00008828,-0.00025529,0.00427866,0.00345236,0.00092357,-0.00205480,-0.00105597,-0.00008957,-0.00007269,-0.00021128,0.00089944,0.00038437] [0.00065785,-0.00008046,-0.00161553,0.00015818,-0.00056101,-0.00222667,-0.00026484,0.00060158,-0.00164639,0.00361089,-0.00006401,-0.00012715,0.00167772,-0.00147040,-0.00007792] [0.00018521,0.00052480,-0.00040385,0.00005923,-0.00013712,0.00065565,0.00066849,-0.00139783,-0.00079530,0.00042061,0.00018052,-0.00005763,-0.00113354,-0.00097698,-0.00031386] [4.99950529,0.05005049,0.01975515,0.04004363,0.00433902] 0.016159395980514732 0.01824439773028863 37.5844984757951 0.687288305733992 0.8023182411507719 4.0 
[-0.00020931,0.00012205,-0.00224143,-0.00003581,-0.00061277,0.00407825,0.00364202,0.00045189,-0.00156328,-0.00110740,0.00007947,-0.00050461,-0.00047890,0.00099458,0.00082502] [0.00103576,0.00006398,-0.00120852,-0.00022551,-0.00046729,-0.00259943,0.00000935,0.00040805,-0.00177506,0.00405890,0.00020497,0.00006324,0.00046966,-0.00175624,-0.00006081] [-0.00018035,0.00053418,-0.00004554,-0.00016356,0.00036823,0.00068898,0.00041972,-0.00180648,-0.00054306,-0.00008792,0.00000264,0.00022635,-0.00142040,-0.00068292,-0.00031889] [4.99970513,0.05000586,-0.00045969,0.04003295,0.00079180] 0.010831197484815185 0.019329847548550667 36.38014568837789 1.3536890136706654 0.9254725448774347 5.0 
[0.00008500,0.00036442,-0.00244864,0.00031776,-0.00054335,0.00367425,0.00300057,0.00021958,-0.00205553,-0.00163875,0.00055622,0.00010689,0.00030282,0.00085195,0.00106739] [0.00119729,0.00042939,-0.00158433,0.00020724,-0.00044674,-0.00274305,-0.00014162,0.00047485,-0.00150774,0.00337535,-0.00000602,0.00021272,0.00088478,-0.00225096,-0.00006371] [-0.00012361,0.00037467,-0.00044560,0.00062237,-0.00018372,0.00094854,0.00045602,-0.00105520,-0.00122050,0.00041081,0.00036835,-0.00017145,-0.00090720,-0.00106307,0.00020652] [4.99893599,0.04999507,0.00322531,0.03997992,0.00093718] 0.013309940977999878 0.02356689396522712 36.61354207234902 0.6902614477423576 1.2198620627474783 6.0 
[-0.00013046,0.00032927,-0.00205171,-0.00006052,-0.00024867,0.00423723,0.00340654,0.00010040,-0.00200067,-0.00075014,-0.00009741,0.00024200,0.00002780,0.00044315,0.00095941] [0.00068766,-0.00017536,-0.00178916,-0.00020348,-0.00019428,-0.00253725,0.00041354,0.00024397,-0.00127035,0.00388132,0.00012454,0.00009487,0.00093317,-0.00162487,-0.00031843] [-0.00023609,0.00043902,-0.00089618,0.00001086,0.00045848,0.00052944,0.00039158,-0.00145005,-0.00090053,0.00022578,-0.00012645,0.00010613,-0.00123954,-0.00057946,0.00047503] [4.99989419,0.04999857,-0.00703489,0.03990327,0.00471004] 0.02846371769606903 0.019513669954359304 36.83701672835134 0.8565305656982741 1.2440985278772074 7.0 
[0.00029080,0.00059920,-0.00255411,0.00006729,0.00031294,0.00436615,0.00317282,0.00053468,-0.00166981,-0.00165979,0.00050514,-0.00018051,-0.00012277,0.00155517,0.00080031] [0.00074014,-0.00008596,-0.00192041,-0.00007377,-0.00018534,-0.00229927,-0.00008634,0.00018752,-0.00164472,0.00320930,-0.00022291,-0.00044433,0.00096857,-0.00182524,0.00078336] [0.00021841,0.00008983,-0.00026013,-0.00038129,-0.00004744,0.00071547,0.00052711,-0.00152936,-0.00064374,0.00043801,-0.00053243,0.00012559,-0.00120494,-0.00031398,0.00029143] [4.99961516,0.05003233,-0.00332681,0.03999289,-0.00332995] 0.016845476348450916 0.022481789976596438 37.25073735232117 1.3406486819376222 1.2864117684045984 8.0 
[0.00025247,0.00025261,-0.00233956,-0.00014392,-0.00011343,0.00412005,0.00337738,0.00099151,-0.00138608,-0.00154191,-0.00009617,-0.00009154,-0.00039477,0.00097794,0.00129401] [0.00111175,0.00031508,-0.00115724,0.00006341,0.00006073,-0.00286827,0.00008261,0.00044674,-0.00151155,0.00355847,-0.00024950,0.00033897,0.00113071,-0.00132708,0.00004518] [-0.00026285,0.00009714,-0.00056997,0.00006300,0.00015567,0.00132901,0.00064047,-0.00123674,-0.00123928,0.00012183,0.00037540,0.00031703,-0.00085901,-0.00030269,0.00048483] [4.99931317,0.05006843,-0.00807704,0.03992916,-0.00195951] 0.02293643812643208 0.017232346325611495 37.57835189136832 1.1420740735935508 1.3895114377816031 9.0 
